Spat.ID,Date.x,Plate,Spat.ID.PAM,metric,value,Date.y,Sample.ID,PAM.ID,Resp.ID,Plate.ID,Chamber.ID,SDR,TemperatureCat,Type,Salinity,Run,Spat.ID.Resp,Spat.Resp.ID,Volume,Size.mm2,Polyp.Number,Notes,Notes2,X,X.1,X.2,RV
ETR15,20230505,Plate1,20230505_Plate1_ETR15,Am,34.813707981514696,20230505,Plate1-SpatC3,ETR15,SpatC3,Plate1,C3,SDR-710,23,Coral,39,Plate1,NA,SDR-710-C3,8e-5,1.807,5,,4x,NA,NA,NA,Electron Transport Rate
ETR17,20230505,Plate1,20230505_Plate1_ETR17,Am,23.209681917967593,20230505,Plate1-SpatC5,ETR17,SpatC5,Plate1,C5,SDR-710,23,Coral,39,Plate1,NA,SDR-710-C5,8e-5,2.261,1,,4x,NA,NA,NA,Electron Transport Rate
ETR18,20230505,Plate1,20230505_Plate1_ETR18,Am,29.047397572954132,20230505,Plate1-SpatD2,ETR18,SpatD2,Plate1,D2,SDR-710,23,Coral,39,Plate1,NA,SDR-710-D2,8e-5,1.858,6,,4x,NA,NA,NA,Electron Transport Rate
ETR20,20230505,Plate1,20230505_Plate1_ETR20,Am,44.08102259205112,20230505,Plate1-SpatD4,ETR20,SpatD4,Plate1,D4,SDR-710,23,Coral,39,Plate1,NA,SDR-710-D4,8e-5,1.452,4,,4x,NA,NA,NA,Electron Transport Rate
ETR21,20230505,Plate1,20230505_Plate1_ETR21,Am,47.20643315664585,20230505,Plate1-SpatD5,ETR21,SpatD5,Plate1,D5,SDR-710,23,Coral,39,Plate1,NA,SDR-710-D5,8e-5,1.703,6,,4x,NA,NA,NA,Electron Transport Rate
ETR22,20230505,Plate1,20230505_Plate1_ETR22,Am,26.412782689214506,20230505,Plate1-SpatD6,ETR22,SpatD6,Plate1,D6,SDR-710,23,Coral,39,Plate1,NA,SDR-710-D6,8e-5,2.066,6,,4x,NA,NA,NA,Electron Transport Rate
ETR1,20230505,Plate2,20230505_Plate2_ETR1,Am,23.98214955611099,20230505,Plate2-SpatA1,ETR1,SpatA1,Plate2,A1,SDR-641,23,Coral,39,Plate2,NA,SDR-641-A1,8e-5,2.105,6,,4x,NA,NA,NA,Electron Transport Rate
ETR2,20230505,Plate2,20230505_Plate2_ETR2,Am,21.96485142551509,20230505,Plate2-SpatA2,ETR2,SpatA2,Plate2,A2,SDR-641,23,Coral,39,Plate2,NA,SDR-641-A2,8e-5,5.864,8,,2x,0.733,2.932,1.466,Electron Transport Rate
ETR3,20230505,Plate2,20230505_Plate2_ETR3,Am,50.10937092472672,20230505,Plate2-SpatA3,ETR3,SpatA3,Plate2,A3,SDR-641,23,Coral,39,Plate2,NA,SDR-641-A3,8e-5,1.941,7,,4x,NA,NA,NA,Electron Transport Rate
ETR4,20230505,Plate2,20230505_Plate2_ETR4,Am,11.774695757562093,20230505,Plate2-SpatA4,ETR4,SpatA4,Plate2,A4,SDR-641,23,Coral,39,Plate2,NA,SDR-641-A4,8e-5,2.256,5,,4x,NA,NA,NA,Electron Transport Rate
ETR5,20230505,Plate2,20230505_Plate2_ETR5,Am,56.822802079935435,20230505,Plate2-SpatA5,ETR5,SpatA5,Plate2,A5,SDR-641,23,Coral,39,Plate2,NA,SDR-641-A5,8e-5,1.515,4,,4x,NA,NA,NA,Electron Transport Rate
ETR8,20230505,Plate2,20230505_Plate2_ETR8,Am,34.73748681092523,20230505,Plate2-SpatB3,ETR8,SpatB3,Plate2,B3,SDR-641,23,Coral,39,Plate2,NA,SDR-641-B3,8e-5,2.836,8,,2x,NA,NA,NA,Electron Transport Rate
ETR10,20230505,Plate2,20230505_Plate2_ETR10,Am,42.62285887331029,20230505,Plate2-SpatB5,ETR10,SpatB5,Plate2,B5,SDR-641,23,Coral,39,Plate2,NA,SDR-641-B5,8e-5,3.04,10,,2x,NA,NA,NA,Electron Transport Rate
ETR11,20230505,Plate2,20230505_Plate2_ETR11,Am,18.169947339997453,20230505,Plate2-SpatB6,ETR11,SpatB6,Plate2,B6,SDR-641,23,Coral,39,Plate2,NA,SDR-641-B6,8e-5,2.564,7,,2x,NA,NA,NA,Electron Transport Rate
ETR14,20230505,Plate2,20230505_Plate2_ETR14,Am,18.262247207810287,20230505,Plate2-SpatC3,ETR14,SpatC3,Plate2,C3,SDR-641,23,Coral,39,Plate2,NA,SDR-641-C3,8e-5,2.406,7,,4x,NA,NA,NA,Electron Transport Rate
ETR15,20230505,Plate2,20230505_Plate2_ETR15,Am,34.35733134673398,20230505,Plate2-SpatC4,ETR15,SpatC4,Plate2,C4,SDR-641,23,Coral,39,Plate2,NA,SDR-641-C4,8e-5,2.038,9,,4x,NA,NA,NA,Electron Transport Rate
ETR17,20230505,Plate2,20230505_Plate2_ETR17,Am,45.96020331232171,20230505,Plate2-SpatC6,ETR17,SpatC6,Plate2,C6,SDR-641,23,Coral,39,Plate2,NA,SDR-641-C6,8e-5,1.999,7,,4x,NA,NA,NA,Electron Transport Rate
ETR20,20230505,Plate2,20230505_Plate2_ETR20,Am,32.14670936474803,20230505,Plate2-SpatD4,ETR20,SpatD4,Plate2,D4,SDR-641,23,Coral,39,Plate2,NA,SDR-641-D4,8e-5,1.857,7,,4x,NA,NA,NA,Electron Transport Rate
ETR21,20230505,Plate2,20230505_Plate2_ETR21,Am,27.204944077204246,20230505,Plate2-SpatD5,ETR21,SpatD5,Plate2,D5,SDR-641,23,Coral,39,Plate2,NA,SDR-641-D5,8e-5,1.532,4,,4x,NA,NA,NA,Electron Transport Rate
ETR22,20230505,Plate2,20230505_Plate2_ETR22,Am,56.16133858598611,20230505,Plate2-SpatD6,ETR22,SpatD6,Plate2,D6,SDR-641,23,Coral,39,Plate2,NA,SDR-641-D6,8e-5,1.625,4,,4x,NA,NA,NA,Electron Transport Rate
ETR2,20230510,Plate3,20230510_Plate3_ETR2,Am,6.919021670562362,20230510,Plate3-SpatA2,ETR2,SpatA2,Plate3,A2,SDR-710,23,Coral,39,Plate3,NA,SDR-710-A2,8e-5,1.889,5,,,NA,NA,NA,Electron Transport Rate
ETR3,20230510,Plate3,20230510_Plate3_ETR3,Am,39.12422972228359,20230510,Plate3-SpatA3,ETR3,SpatA3,Plate3,A3,SDR-710,23,Coral,39,Plate3,NA,SDR-710-A3,8e-5,2.3,7,,,NA,NA,NA,Electron Transport Rate
ETR5,20230510,Plate3,20230510_Plate3_ETR5,Am,16.46415741733477,20230510,Plate3-SpatA6,ETR5,SpatA6,Plate3,A6,SDR-710,23,Coral,39,Plate3,NA,SDR-710-A6,8e-5,3.975,9,,,NA,NA,NA,Electron Transport Rate
ETR7,20230510,Plate3,20230510_Plate3_ETR7,Am,32.77749133610773,20230510,Plate3-SpatB2,ETR7,SpatB2,Plate3,B2,SDR-710,23,Coral,39,Plate3,NA,SDR-710-B2,8e-5,3.156,4,,,NA,NA,NA,Electron Transport Rate
ETR8,20230510,Plate3,20230510_Plate3_ETR8,Am,24.4289926415992,20230510,Plate3-SpatB3,ETR8,SpatB3,Plate3,B3,SDR-710,23,Coral,39,Plate3,NA,SDR-710-B3,8e-5,1.8695,2,,,NA,NA,NA,Electron Transport Rate
ETR9,20230510,Plate3,20230510_Plate3_ETR9,Am,24.318956231754882,20230510,Plate3-SpatB4,ETR9,SpatB4,Plate3,B4,SDR-710,23,Coral,39,Plate3,NA,SDR-710-B4,8e-5,4.746,8,,,NA,NA,NA,Electron Transport Rate
ETR10,20230510,Plate3,20230510_Plate3_ETR10,Am,18.329443811316896,20230510,Plate3-SpatB5,ETR10,SpatB5,Plate3,B5,SDR-710,23,Coral,39,Plate3,NA,SDR-710-B5,8e-5,5.1165,5,,,NA,NA,NA,Electron Transport Rate
ETR11,20230510,Plate3,20230510_Plate3_ETR11,Am,40.419144454824085,20230510,Plate3-SpatB6,ETR11,SpatB6,Plate3,B6,SDR-710,23,Coral,39,Plate3,NA,SDR-710-B6,8e-5,4.186,5,,,NA,NA,NA,Electron Transport Rate
ETR12,20230510,Plate3,20230510_Plate3_ETR12,Am,25.10003674128797,20230510,Plate3-SpatC1,ETR12,SpatC1,Plate3,C1,SDR-710,23,Coral,39,Plate3,NA,SDR-710-C1,8e-5,2.8285,5,,,NA,NA,NA,Electron Transport Rate
ETR13,20230510,Plate3,20230510_Plate3_ETR13,Am,44.053686002995214,20230510,Plate3-SpatC2,ETR13,SpatC2,Plate3,C2,SDR-710,23,Coral,39,Plate3,NA,SDR-710-C2,8e-5,2.188,5,,,NA,NA,NA,Electron Transport Rate
ETR15,20230510,Plate3,20230510_Plate3_ETR15,Am,29.480207363178813,20230510,Plate3-SpatC5,ETR15,SpatC5,Plate3,C5,SDR-710,23,Coral,39,Plate3,NA,SDR-710-C5,8e-5,1.582,4,,,NA,NA,NA,Electron Transport Rate
ETR16,20230510,Plate3,20230510_Plate3_ETR16,Am,35.76609822749238,20230510,Plate3-SpatC6,ETR16,SpatC6,Plate3,C6,SDR-710,23,Coral,39,Plate3,NA,SDR-710-C6,8e-5,2.84,7,,,NA,NA,NA,Electron Transport Rate
ETR18,20230510,Plate3,20230510_Plate3_ETR18,Am,41.416557643196654,20230510,Plate3-SpatD2,ETR18,SpatD2,Plate3,D2,SDR-710,23,Coral,39,Plate3,NA,SDR-710-D2,8e-5,2.713,9,,,NA,NA,NA,Electron Transport Rate
ETR20,20230510,Plate3,20230510_Plate3_ETR20,Am,9.76375694013103,20230510,Plate3-SpatD4,ETR20,SpatD4,Plate3,D4,SDR-710,23,Coral,39,Plate3,NA,SDR-710-D4,8e-5,3.163,7,,,NA,NA,NA,Electron Transport Rate
ETR21,20230510,Plate3,20230510_Plate3_ETR21,Am,45.51223131079799,20230510,Plate3-SpatD5,ETR21,SpatD5,Plate3,D5,SDR-710,23,Coral,39,Plate3,NA,SDR-710-D5,8e-5,2.277,5,,,NA,NA,NA,Electron Transport Rate
ETR22,20230510,Plate3,20230510_Plate3_ETR22,Am,54.12151914992404,20230510,Plate3-SpatD6,ETR22,SpatD6,Plate3,D6,SDR-710,23,Coral,39,Plate3,NA,SDR-710-D6,8e-5,1.915,5,,,NA,NA,NA,Electron Transport Rate
ETR1,20230510,Plate4,20230510_Plate4_ETR1,Am,53.114867244670606,20230510,Plate4-SpatA1,ETR1,SpatA1,Plate4,A1,SDR-710,23,Coral,39,Plate4,NA,SDR-710-A1,8e-5,1.408,1,,,NA,NA,NA,Electron Transport Rate
ETR3,20230510,Plate4,20230510_Plate4_ETR3,Am,42.641368297469825,20230510,Plate4-SpatA3,ETR3,SpatA3,Plate4,A3,SDR-710,23,Coral,39,Plate4,NA,SDR-710-A3,8e-5,3.659,10,,,NA,NA,NA,Electron Transport Rate
ETR4,20230510,Plate4,20230510_Plate4_ETR4,Am,13.581338375444624,20230510,Plate4-SpatA4,ETR4,SpatA4,Plate4,A4,SDR-710,23,Coral,39,Plate4,NA,SDR-710-A4,8e-5,4.014,10,,,NA,NA,NA,Electron Transport Rate
ETR5,20230510,Plate4,20230510_Plate4_ETR5,Am,23.76011368680581,20230510,Plate4-SpatA5,ETR5,SpatA5,Plate4,A5,SDR-710,23,Coral,39,Plate4,NA,SDR-710-A5,8e-5,3.5815,4,,,NA,NA,NA,Electron Transport Rate
ETR6,20230510,Plate4,20230510_Plate4_ETR6,Am,20.29132726445493,20230510,Plate4-SpatA6,ETR6,SpatA6,Plate4,A6,SDR-710,23,Coral,39,Plate4,NA,SDR-710-A6,8e-5,3.223,7,,,NA,NA,NA,Electron Transport Rate
ETR8,20230510,Plate4,20230510_Plate4_ETR8,Am,48.12144520967213,20230510,Plate4-SpatB3,ETR8,SpatB3,Plate4,B3,SDR-710,23,Coral,39,Plate4,NA,SDR-710-B3,8e-5,3.5825,4,,,NA,NA,NA,Electron Transport Rate
ETR9,20230510,Plate4,20230510_Plate4_ETR9,Am,47.885544679499716,20230510,Plate4-SpatB4,ETR9,SpatB4,Plate4,B4,SDR-710,23,Coral,39,Plate4,NA,SDR-710-B4,8e-5,2.727,6,,,NA,NA,NA,Electron Transport Rate
ETR10,20230510,Plate4,20230510_Plate4_ETR10,Am,35.90972391753034,20230510,Plate4-SpatB5,ETR10,SpatB5,Plate4,B5,SDR-710,23,Coral,39,Plate4,NA,SDR-710-B5,8e-5,3.007,6,,,NA,NA,NA,Electron Transport Rate
ETR12,20230510,Plate4,20230510_Plate4_ETR12,Am,48.44300634929127,20230510,Plate4-SpatC1,ETR12,SpatC1,Plate4,C1,SDR-710,23,Coral,39,Plate4,NA,SDR-710-C1,8e-5,3.734,9,,,NA,NA,NA,Electron Transport Rate
ETR13,20230510,Plate4,20230510_Plate4_ETR13,Am,31.143054765732163,20230510,Plate4-SpatC2,ETR13,SpatC2,Plate4,C2,SDR-710,23,Coral,39,Plate4,NA,SDR-710-C2,8e-5,2.199,5,,,NA,NA,NA,Electron Transport Rate
ETR14,20230510,Plate4,20230510_Plate4_ETR14,Am,29.44090512132573,20230510,Plate4-SpatC4,ETR14,SpatC4,Plate4,C4,SDR-710,23,Coral,39,Plate4,NA,SDR-710-C4,8e-5,2.096,5,,,NA,NA,NA,Electron Transport Rate
ETR15,20230510,Plate4,20230510_Plate4_ETR15,Am,42.07898773753712,20230510,Plate4-SpatC5,ETR15,SpatC5,Plate4,C5,SDR-710,23,Coral,39,Plate4,NA,SDR-710-C5,8e-5,3.518,6,,,NA,NA,NA,Electron Transport Rate
ETR16,20230510,Plate4,20230510_Plate4_ETR16,Am,33.88208310947315,20230510,Plate4-SpatC6,ETR16,SpatC6,Plate4,C6,SDR-710,23,Coral,39,Plate4,NA,SDR-710-C6,8e-5,1.996,5,,,NA,NA,NA,Electron Transport Rate
ETR17,20230510,Plate4,20230510_Plate4_ETR17,Am,43.228642366746385,20230510,Plate4-SpatD1,ETR17,SpatD1,Plate4,D1,SDR-710,23,Coral,39,Plate4,NA,SDR-710-D1,8e-5,1.494,3,,,NA,NA,NA,Electron Transport Rate
ETR18,20230510,Plate4,20230510_Plate4_ETR18,Am,45.09505791745505,20230510,Plate4-SpatD2,ETR18,SpatD2,Plate4,D2,SDR-710,23,Coral,39,Plate4,NA,SDR-710-D2,8e-5,2.905,6,,,NA,NA,NA,Electron Transport Rate
ETR21,20230510,Plate4,20230510_Plate4_ETR21,Am,46.1150214978893,20230510,Plate4-SpatD5,ETR21,SpatD5,Plate4,D5,SDR-710,23,Coral,39,Plate4,NA,SDR-710-D5,8e-5,2.09,4,,,NA,NA,NA,Electron Transport Rate
ETR22,20230510,Plate4,20230510_Plate4_ETR22,Am,47.069666116808165,20230510,Plate4-SpatD6,ETR22,SpatD6,Plate4,D6,SDR-710,23,Coral,39,Plate4,NA,SDR-710-D6,8e-5,1.934,5,,,NA,NA,NA,Electron Transport Rate
ETR1,20230510,Plate5,20230510_Plate5_ETR1,Am,46.10405074089993,20230510,Plate5-SpatA1,ETR1,SpatA1,Plate5,A1,SDR-710,23,Coral,39,Plate5,NA,SDR-710-A1,8e-5,2.171,6,,,NA,NA,NA,Electron Transport Rate
ETR2,20230510,Plate5,20230510_Plate5_ETR2,Am,38.35754522573487,20230510,Plate5-SpatA2,ETR2,SpatA2,Plate5,A2,SDR-710,23,Coral,39,Plate5,NA,SDR-710-A2,8e-5,1.374,4,,,NA,NA,NA,Electron Transport Rate
ETR3,20230510,Plate5,20230510_Plate5_ETR3,Am,41.366945095183254,20230510,Plate5-SpatA3,ETR3,SpatA3,Plate5,A3,SDR-710,23,Coral,39,Plate5,NA,SDR-710-A3,8e-5,4.5355,7,,,NA,NA,NA,Electron Transport Rate
ETR5,20230510,Plate5,20230510_Plate5_ETR5,Am,50.21670965694158,20230510,Plate5-SpatA5,ETR5,SpatA5,Plate5,A5,SDR-710,23,Coral,39,Plate5,NA,SDR-710-A5,8e-5,6.7475,7,,,NA,NA,NA,Electron Transport Rate
ETR6,20230510,Plate5,20230510_Plate5_ETR6,Am,46.89140185380124,20230510,Plate5-SpatA6,ETR6,SpatA6,Plate5,A6,SDR-710,23,Coral,39,Plate5,NA,SDR-710-A6,8e-5,2.186,6,,,NA,NA,NA,Electron Transport Rate
ETR7,20230510,Plate5,20230510_Plate5_ETR7,Am,43.16562030879336,20230510,Plate5-SpatB1,ETR7,SpatB1,Plate5,B1,SDR-710,23,Coral,39,Plate5,NA,SDR-710-B1,8e-5,2.118,5,,,NA,NA,NA,Electron Transport Rate
ETR8,20230510,Plate5,20230510_Plate5_ETR8,Am,46.50782367470747,20230510,Plate5-SpatB2,ETR8,SpatB2,Plate5,B2,SDR-710,23,Coral,39,Plate5,NA,SDR-710-B2,8e-5,2.558,8,,,NA,NA,NA,Electron Transport Rate
ETR9,20230510,Plate5,20230510_Plate5_ETR9,Am,43.09936232790059,20230510,Plate5-SpatB3,ETR9,SpatB3,Plate5,B3,SDR-710,23,Coral,39,Plate5,NA,SDR-710-B3,8e-5,2.593,6,,,NA,NA,NA,Electron Transport Rate
ETR11,20230510,Plate5,20230510_Plate5_ETR11,Am,19.34894489406846,20230510,Plate5-SpatB5,ETR11,SpatB5,Plate5,B5,SDR-710,23,Coral,39,Plate5,NA,SDR-710-B5,8e-5,1.439,3,,,NA,NA,NA,Electron Transport Rate
ETR12,20230510,Plate5,20230510_Plate5_ETR12,Am,58.37984911535679,20230510,Plate5-SpatB6,ETR12,SpatB6,Plate5,B6,SDR-710,23,Coral,39,Plate5,NA,SDR-710-B6,8e-5,1.854,4,,,NA,NA,NA,Electron Transport Rate
ETR13,20230510,Plate5,20230510_Plate5_ETR13,Am,62.265598291213486,20230510,Plate5-SpatC2,ETR13,SpatC2,Plate5,C2,SDR-710,23,Coral,39,Plate5,NA,SDR-710-C2,8e-5,1.73,5,,,NA,NA,NA,Electron Transport Rate
ETR14,20230510,Plate5,20230510_Plate5_ETR14,Am,46.35561950811116,20230510,Plate5-SpatC3,ETR14,SpatC3,Plate5,C3,SDR-710,23,Coral,39,Plate5,NA,SDR-710-C3,8e-5,2.458,5,,,NA,NA,NA,Electron Transport Rate
ETR17,20230510,Plate5,20230510_Plate5_ETR17,Am,45.614852588782426,20230510,Plate5-SpatC6,ETR17,SpatC6,Plate5,C6,SDR-710,23,Coral,39,Plate5,NA,SDR-710-C6,8e-5,1.794,4,,,NA,NA,NA,Electron Transport Rate
ETR18,20230510,Plate5,20230510_Plate5_ETR18,Am,55.97763767988074,20230510,Plate5-SpatD1,ETR18,SpatD1,Plate5,D1,SDR-710,23,Coral,39,Plate5,NA,SDR-710-D1,8e-5,1.9825,1,,,NA,NA,NA,Electron Transport Rate
ETR19,20230510,Plate5,20230510_Plate5_ETR19,Am,49.272999841068284,20230510,Plate5-SpatD2,ETR19,SpatD2,Plate5,D2,SDR-710,23,Coral,39,Plate5,NA,SDR-710-D2,8e-5,2.497,6,,,NA,NA,NA,Electron Transport Rate
ETR20,20230510,Plate5,20230510_Plate5_ETR20,Am,49.33239584723161,20230510,Plate5-SpatD3,ETR20,SpatD3,Plate5,D3,SDR-710,23,Coral,39,Plate5,NA,SDR-710-D3,8e-5,2.576,5,,,NA,NA,NA,Electron Transport Rate
ETR21,20230510,Plate5,20230510_Plate5_ETR21,Am,36.05400122325596,20230510,Plate5-SpatD4,ETR21,SpatD4,Plate5,D4,SDR-710,23,Coral,39,Plate5,NA,SDR-710-D4,8e-5,1.799,5,,,NA,NA,NA,Electron Transport Rate
ETR22,20230510,Plate5,20230510_Plate5_ETR22,Am,51.27196781317074,20230510,Plate5-SpatD5,ETR22,SpatD5,Plate5,D5,SDR-710,23,Coral,39,Plate5,NA,SDR-710-D5,8e-5,2.634,7,,,NA,NA,NA,Electron Transport Rate
ETR1,20230510,Plate6,20230510_Plate6_ETR1,Am,50.618216198160376,20230510,Plate6-SpatA1,ETR1,SpatA1,Plate6,A1,SDR-710,23,Coral,39,Plate6,NA,SDR-710-A1,8e-5,1.688,5,,,NA,NA,NA,Electron Transport Rate
ETR2,20230510,Plate6,20230510_Plate6_ETR2,Am,41.8830448241737,20230510,Plate6-SpatA2,ETR2,SpatA2,Plate6,A2,SDR-710,23,Coral,39,Plate6,NA,SDR-710-A2,8e-5,2.058,6,,,NA,NA,NA,Electron Transport Rate
ETR4,20230510,Plate6,20230510_Plate6_ETR4,Am,29.219927367629985,20230510,Plate6-SpatA4,ETR4,SpatA4,Plate6,A4,SDR-710,23,Coral,39,Plate6,NA,SDR-710-A4,8e-5,3.8095,6,,,NA,NA,NA,Electron Transport Rate
ETR5,20230510,Plate6,20230510_Plate6_ETR5,Am,37.106519955584105,20230510,Plate6-SpatA5,ETR5,SpatA5,Plate6,A5,SDR-710,23,Coral,39,Plate6,NA,SDR-710-A5,8e-5,3.597,5,,,NA,NA,NA,Electron Transport Rate
ETR6,20230510,Plate6,20230510_Plate6_ETR6,Am,57.04082779121965,20230510,Plate6-SpatA6,ETR6,SpatA6,Plate6,A6,SDR-710,23,Coral,39,Plate6,NA,SDR-710-A6,8e-5,2.743,3,,,NA,NA,NA,Electron Transport Rate
ETR7,20230510,Plate6,20230510_Plate6_ETR7,Am,46.485098627469654,20230510,Plate6-SpatB1,ETR7,SpatB1,Plate6,B1,SDR-710,23,Coral,39,Plate6,NA,SDR-710-B1,8e-5,3.4955,4,,,NA,NA,NA,Electron Transport Rate
ETR8,20230510,Plate6,20230510_Plate6_ETR8,Am,21.071812222598236,20230510,Plate6-SpatB2,ETR8,SpatB2,Plate6,B2,SDR-710,23,Coral,39,Plate6,NA,SDR-710-B2,8e-5,1.851,4,,,NA,NA,NA,Electron Transport Rate
ETR9,20230510,Plate6,20230510_Plate6_ETR9,Am,35.715663417258334,20230510,Plate6-SpatB3,ETR9,SpatB3,Plate6,B3,SDR-710,23,Coral,39,Plate6,NA,SDR-710-B3,8e-5,2.081,6,,,NA,NA,NA,Electron Transport Rate
ETR10,20230510,Plate6,20230510_Plate6_ETR10,Am,38.158548248454544,20230510,Plate6-SpatB4,ETR10,SpatB4,Plate6,B4,SDR-710,23,Coral,39,Plate6,NA,SDR-710-B4,8e-5,2.7,6,,,NA,NA,NA,Electron Transport Rate
ETR11,20230510,Plate6,20230510_Plate6_ETR11,Am,47.981460489351036,20230510,Plate6-SpatB5,ETR11,SpatB5,Plate6,B5,SDR-710,23,Coral,39,Plate6,NA,SDR-710-B5,8e-5,2.229,6,,,NA,NA,NA,Electron Transport Rate
ETR13,20230510,Plate6,20230510_Plate6_ETR13,Am,22.431893361381082,20230510,Plate6-SpatC1,ETR13,SpatC1,Plate6,C1,SDR-710,23,Coral,39,Plate6,NA,SDR-710-C1,8e-5,3.003,5,,,NA,NA,NA,Electron Transport Rate
ETR16,20230510,Plate6,20230510_Plate6_ETR16,Am,46.23302917679996,20230510,Plate6-SpatC4,ETR16,SpatC4,Plate6,C4,SDR-710,23,Coral,39,Plate6,NA,SDR-710-C4,8e-5,2.589,6,,,NA,NA,NA,Electron Transport Rate
ETR17,20230510,Plate6,20230510_Plate6_ETR17,Am,43.260707350453096,20230510,Plate6-SpatC5,ETR17,SpatC5,Plate6,C5,SDR-710,23,Coral,39,Plate6,NA,SDR-710-C5,8e-5,7.548,5,,,NA,NA,NA,Electron Transport Rate
ETR19,20230510,Plate6,20230510_Plate6_ETR19,Am,37.804035731649684,20230510,Plate6-SpatD2,ETR19,SpatD2,Plate6,D2,SDR-710,23,Coral,39,Plate6,NA,SDR-710-D2,8e-5,2.313,1,,,NA,NA,NA,Electron Transport Rate
ETR20,20230510,Plate6,20230510_Plate6_ETR20,Am,47.50417137422291,20230510,Plate6-SpatD3,ETR20,SpatD3,Plate6,D3,SDR-710,23,Coral,39,Plate6,NA,SDR-710-D3,8e-5,1.35,4,,,NA,NA,NA,Electron Transport Rate
ETR3,20230505,Plate1,20230505_Plate1_ETR3,AQY,0.20633234676457224,20230505,Plate1-SpatA3,ETR3,SpatA3,Plate1,A3,SDR-710,23,Coral,39,Plate1,NA,SDR-710-A3,8e-5,2.001,3,,4x,NA,NA,NA,Photochemical Efficiency
ETR4,20230505,Plate1,20230505_Plate1_ETR4,AQY,0.1920851977416543,20230505,Plate1-SpatA4,ETR4,SpatA4,Plate1,A4,SDR-710,23,Coral,39,Plate1,NA,SDR-710-A4,8e-5,1.759,4,,4x,NA,NA,NA,Photochemical Efficiency
ETR5,20230505,Plate1,20230505_Plate1_ETR5,AQY,0.18847642010123328,20230505,Plate1-SpatA5,ETR5,SpatA5,Plate1,A5,SDR-710,23,Coral,39,Plate1,NA,SDR-710-A5,8e-5,1.818,6,,4x,NA,NA,NA,Photochemical Efficiency
